"surv_b0","surv_b1","grow_b0","grow_b1","a","b","fecu_b0","recr_sz","recr_sd","L","U","mat_siz"
-1.70631603803847,0.822025102764389,1.59821490452961,0.598639487608425,2.42770474270288,-0.39589164715703,0.26,2.38070917087835,1.29387398066287,-0.341678789258822,5.76337825337652,200
