"","quad","year","track_id","basalArea_genet","logsize_t0","logsize_t1","survives","size_t1"
"146","e1q5-1",48,"SPOASP_43_1",69.3923521040189,4.23977666120999,4.58194685127532,1,97.704425150749
"147","e1q5-1",49,"SPOASP_43_1",97.704425150749,4.58194685127532,4.5498216598521,1,94.6155330620415
"148","e1q5-1",50,"SPOASP_43_1",94.6155330620415,4.5498216598521,4.28080786350151,1,72.2988240021146
"149","e1q5-1",51,"SPOASP_43_1",72.2988240021146,4.28080786350151,4.81050824385694,1,122.79401096212
"150","e1q5-1",52,"SPOASP_43_1",122.79401096212,4.81050824385694,5.47087578405455,1,237.668247703881
"151","e1q5-1",53,"SPOASP_43_1",237.668247703881,5.47087578405455,5.51346083948914,1,248.007959272109
"152","e1q5-1",54,"SPOASP_43_1",248.007959272109,5.51346083948914,5.54393840220049,1,255.683001604321
"153","e1q5-1",55,"SPOASP_43_1",255.683001604321,5.54393840220049,5.76337825337652,1,318.422224906597
"154","e1q5-1",56,"SPOASP_43_1",318.422224906597,5.76337825337652,3.82084095806323,1,45.6425756779615
"155","e1q5-1",57,"SPOASP_43_1",45.6425756779615,3.82084095806323,5.11646376565183,1,166.744677567698
"156","e1q5-1",58,"SPOASP_43_1",166.744677567698,5.11646376565183,3.90441037175924,1,49.6208134519185
"157","e1q5-1",59,"SPOASP_43_1",49.6208134519185,3.90441037175924,4.29519410879606,1,73.3464502544858
"158","e1q5-1",60,"SPOASP_43_1",73.3464502544858,4.29519410879606,4.77102148868195,1,118.039756673446
"159","e1q5-1",62,"SPOASP_43_1",118.039756673446,4.77102148868195,2.34841282398358,1,10.468940480202
"160","e1q5-1",63,"SPOASP_43_1",10.468940480202,2.34841282398358,4.78279824321897,1,119.438099723288
"161","e1q5-1",64,"SPOASP_43_1",119.438099723288,4.78279824321897,4.35062429468341,1,77.5268474192639
"162","e1q5-1",66,"SPOASP_43_1",77.5268474192639,4.35062429468341,3.05803159370898,1,21.2856171553654
