"quad","track_id","year","size_t0","survives","size_t1","logsize_t0","logsize_t1","logsize_t0_2","logsize_t0_3"
"e1q4-2","SPOASP_36_1",49,73.5909138632791,1,100.515429080414,4.29852156516931,4.61031123890385,18.4772876462256,79.4250194131374
"e1q4-2","SPOASP_36_1",50,100.515429080414,1,105.841185232893,4.61031123890385,4.66193971808955,21.2549697195632,97.9920257806631
"e1q4-2","SPOASP_36_1",51,105.841185232893,1,121.893848319693,4.66193971808955,4.80315057024002,21.7336819351009,101.321115033572
"e1q4-2","SPOASP_36_1",52,121.893848319693,1,132.131070844104,4.80315057024002,4.88379439086694,23.070255400397,110.809910382
"e1q4-2","SPOASP_36_1",53,132.131070844104,1,82.6657452815412,4.88379439086694,4.41480531164695,23.8514476522634,116.48556625818
"e1q4-2","SPOASP_36_1",54,82.6657452815412,1,104.257542398023,4.41480531164695,4.64686420720355,19.4905059397461,86.0467891494776
"e1q4-2","SPOASP_36_1",55,104.257542398023,1,45.4286318210884,4.64686420720355,3.81614256311901,21.5933469601894,100.341351103032
"e1q4-2","SPOASP_36_1",56,45.4286318210884,1,47.3291488844446,3.81614256311901,3.85712636117554,14.5629440620485,55.5742706795045
"e1q4-2","SPOASP_36_1",57,47.3291488844446,1,24.9320896281841,3.85712636117554,3.21615571384565,14.8774237660752,57.3841033945083
"e1q4-2","SPOASP_36_1",58,24.9320896281841,0,NA,3.21615571384565,NA,10.343657575702,33.2668134141569
"e1q4a-1","SPOASP_36_1",36,27.990684597192,1,56.6750850250691,3.3318717618632,4.03733469661424,11.1013694375014,36.9883393468219
"e1q4a-1","SPOASP_36_1",37,56.6750850250691,1,82.5628549940399,4.03733469661424,4.41355988197401,16.3000714524852,65.8088440324099
"e1q4a-1","SPOASP_36_1",38,82.5628549940399,1,72.5716918012881,4.41355988197401,4.28457492569969,19.4795108317704,85.9739875275802
"e1q4a-1","SPOASP_36_1",39,72.5716918012881,1,119.644025410091,4.28457492569969,4.78452087921789,18.3575822939345,78.6544367930606
"e1q4a-1","SPOASP_36_1",40,119.644025410091,1,116.124361861284,4.78452087921789,4.75466170184471,22.8916400436719,109.525529748489
"e1q4a-1","SPOASP_36_1",41,116.124361861284,1,313.494700214118,4.75466170184471,5.74778245471196,22.6068078989888,107.487723718282
"e1q4a-1","SPOASP_36_1",42,313.494700214118,1,171.017360290141,5.74778245471196,5.1417650735142,33.0370031466946,189.889507042835
"e1q4a-1","SPOASP_36_1",43,171.017360290141,1,200.330943453533,5.1417650735142,5.29997071627947,26.4377480712105,135.936689654918
"e1q4a-1","SPOASP_36_1",44,200.330943453533,1,102.787345474372,5.29997071627947,4.6326622469455,28.0896895934199,148.874532274505
"e1q4a-1","SPOASP_36_1",45,102.787345474372,1,104.859918046393,4.6326622469455,4.65262534559147,21.4615594942741,99.4241564296982
"e1q4a-1","SPOASP_36_1",46,104.859918046393,1,116.280189703913,4.65262534559147,4.75600270712994,21.6469226064401,100.71502077278
"e1q4a-1","SPOASP_36_1",47,116.280189703913,1,222.061976510295,4.75600270712994,5.40295651638041,22.6195617502274,107.578696918174
"e1q4a-1","SPOASP_36_1",48,222.061976510295,1,138.390060663681,5.40295651638041,4.93007622459081,29.1919391178976,157.722777682825
"e1q4a-1","SPOASP_36_1",49,138.390060663681,1,105.65796895125,4.93007622459081,4.66020716905709,24.3056515802756,119.828714979105
"e1q4a-1","SPOASP_36_1",50,105.65796895125,1,61.4307672118879,4.66020716905709,4.11791080430325,21.7175308585311,101.208193001145
"e1q4a-1","SPOASP_36_1",51,61.4307672118879,1,178.205411366746,4.11791080430325,5.1829368813924,16.9571893921974,69.8281934087462
"e1q4a-1","SPOASP_36_1",53,178.205411366746,1,110.775045455262,5.1829368813924,4.7075015274241,26.8628347164976,139.228376790884
"e1q4a-1","SPOASP_36_1",54,110.775045455262,1,130.249017460978,4.7075015274241,4.86944813711925,22.1605706307002,104.320920092611
"e1q4a-1","SPOASP_36_1",55,130.249017460978,1,47.3913835793221,4.86944813711925,3.8584404311499,23.7115251600941,115.462042019077
"e1q4a-1","SPOASP_36_1",56,47.3913835793221,1,49.5318031416101,3.8584404311499,3.90261495097707,14.8875625607322,57.4427733056026
"e1q4a-1","SPOASP_36_1",57,49.5318031416101,1,75.4521065502235,3.90261495097707,4.32349810464152,15.2304034555898,59.4384002351976
"e1q4a-1","SPOASP_36_1",58,75.4521065502235,0,NA,4.32349810464152,NA,18.6926358608388,80.8175757150905
"e1q4a-1","SPOASP_40_1",40,3.551595715854,0,NA,1.26739699991728,NA,1.60629515539933,2.03581366093477
"e1q4a-1","SPOASP_42_1",42,18.3299133054274,0,NA,2.90853433218562,NA,8.45957196150247,24.6049554856248
"e1q4a-1","SPOASP_42_2",42,0.685160417808001,0,NA,-0.378102281556285,NA,0.142961335318069,-0.0540540070580949
"e1q4a-1","SPOASP_43_1",43,14.2233247504205,0,NA,2.6548832050927,NA,7.0484048326833,18.7126916129851
"e1q4a-1","SPOASP_46_1",46,14.341432095755,1,40.0204498745435,2.66315269739254,3.68939057033537,7.09238228962915,18.8880970255649
"e1q4a-1","SPOASP_46_1",47,40.0204498745435,1,66.7047585320455,3.68939057033537,4.20027629268636,13.6116027804796,50.218518945452
"e1q4a-1","SPOASP_46_1",48,66.7047585320455,1,41.3933937717195,4.20027629268636,3.72312129736709,17.6423209349031,74.1026223708379
"e1q4a-1","SPOASP_46_1",49,41.3933937717195,1,53.3977182348485,3.72312129736709,3.97776801536873,13.8616321949084,51.6085380411329
"e1q4a-1","SPOASP_46_1",50,53.3977182348485,0,NA,3.97776801536873,NA,15.8226383840904,62.9387848829805
"e1q4a-1","SPOASP_54_1",54,99.3941091108085,1,3.8756229387095,4.59909284742753,1.35470640826171,21.1516550192591,97.2784253103291
"e1q4a-1","SPOASP_54_1",55,3.8756229387095,0,NA,1.35470640826171,NA,1.83522945258535,2.48619710004801
"e1q4a-1","SPOASP_60_1",60,86.3457081309436,0,NA,4.45835910018366,NA,19.8769658661904,88.6186516535701
"e1q4a-1","SPOASP_61_1",61,23.0746248651141,0,NA,3.13873352305694,NA,9.85164812876145,30.9216982391048
"e1q4a-1","SPOASP_61_2",61,46.094457405626,0,NA,3.83069271296153,NA,14.6742066611366,56.2123765253076
"e1q5-1","SPOASP_35_1",35,48.268916049683,1,19.9901218501145,3.8767877934369,2.99523824404723,15.0294835953413,58.2661185440794
"e1q5-1","SPOASP_35_1",36,19.9901218501145,1,22.2282369280175,2.99523824404723,3.10136341435032,8.97145213860315,26.8716365501835
"e1q5-1","SPOASP_35_1",37,22.2282369280175,1,77.6703409407384,3.10136341435032,4.35247347202844,9.61845502787066,29.8303245260119
"e1q5-1","SPOASP_35_1",38,77.6703409407384,1,61.40768312731,4.35247347202844,4.11753495969131,18.9440253247113,82.453367679241
"e1q5-1","SPOASP_35_1",39,61.40768312731,1,19.279126905283,4.11753495969131,2.95902300316131,16.9540941442801,69.809075348971
"e1q5-1","SPOASP_35_1",40,19.279126905283,0,NA,2.95902300316131,NA,8.75581713323777,25.9086643087245
"e1q5-1","SPOASP_37_1",37,2.4749828167595,1,19.1161748726665,0.906233453273118,2.95053482864784,0.821259071831321,0.744252444697574
"e1q5-1","SPOASP_37_1",38,19.1161748726665,1,24.0946016947685,2.95053482864784,3.18198781933805,8.70565577506391,25.6863405705452
"e1q5-1","SPOASP_37_1",39,24.0946016947685,0,NA,3.18198781933805,NA,10.1250464824157,32.2177745772783
"e1q5-1","SPOASP_37_2",37,17.4417622654805,1,7.42782603868001,2.85886746070849,2.0052332235447,8.17312315789783,23.3658758484771
"e1q5-1","SPOASP_37_2",38,7.42782603868001,1,46.192262982133,2.0052332235447,3.83281231614418,4.02096028080748,8.0629631456288
"e1q5-1","SPOASP_37_2",39,46.192262982133,1,10.4890598265905,3.83281231614418,2.35033279270908,14.6904502507865,56.3057386509177
"e1q5-1","SPOASP_37_2",40,10.4890598265905,1,15.4209813998045,2.35033279270908,2.73572901071465,5.52406423648365,12.983389324039
"e1q5-1","SPOASP_37_2",41,15.4209813998045,1,52.0872645491272,2.73572901071465,3.95292047644322,7.48421322006577,20.4747792285081
"e1q5-1","SPOASP_37_2",43,52.0872645491272,1,31.8779711775759,3.95292047644322,3.46191521254864,15.6255802930841,61.7666762968398
"e1q5-1","SPOASP_37_2",44,31.8779711775759,1,49.8236579121686,3.46191521254864,3.90848992970333,11.9848569388757,41.4905585569127
"e1q5-1","SPOASP_37_2",46,49.8236579121686,1,160.330601936325,3.90848992970333,5.07723794555236,15.2762935305924,59.7072394275125
"e1q5-1","SPOASP_37_2",48,160.330601936325,1,104.415796574292,5.07723794555236,4.64838097218548,25.7783451557568,130.882792198354
"e1q5-1","SPOASP_37_2",49,104.415796574292,1,57.071613248445,4.64838097218548,4.04430685203843,21.6074456625761,100.43963927545
"e1q5-1","SPOASP_37_2",50,57.071613248445,1,50.4407290099185,4.04430685203843,3.92079896400414,16.356417913445,66.1503730421499
"e1q5-1","SPOASP_37_2",51,50.4407290099185,1,55.2977395989211,3.92079896400414,4.01273203244732,15.3726645161359,60.273127108849
"e1q5-1","SPOASP_37_2",52,55.2977395989211,1,73.1166040716065,4.01273203244732,4.29205548284536,16.1020183642288,64.6130848771961
"e1q5-1","SPOASP_37_2",53,73.1166040716065,1,23.740807163919,4.29205548284536,3.16719538876861,18.4217402678229,79.0671313200627
"e1q5-1","SPOASP_37_2",54,23.740807163919,1,105.727129811737,3.16719538876861,4.66086152798172,10.0311266306371,31.770538008708
"e1q5-1","SPOASP_37_2",55,105.727129811737,1,81.9996422556756,4.66086152798172,4.40671488451907,21.7236301830201,101.250832168141
"e1q5-1","SPOASP_37_2",56,81.9996422556756,1,94.4452785448308,4.40671488451907,4.54802060376029,19.4191360734419,85.5745959793379
"e1q5-1","SPOASP_37_2",57,94.4452785448308,1,97.8174856167861,4.54802060376029,4.58310335059752,20.6844914122281,94.0734931211165
"e1q5-1","SPOASP_37_2",58,97.8174856167861,1,66.8525871517683,4.58310335059752,4.20249000364828,21.0048363222582,96.267335727294
"e1q5-1","SPOASP_37_2",60,66.8525871517683,1,14.3554436052302,4.20249000364828,2.6641292155846,17.6609222307637,74.2198491299944
"e1q5-1","SPOASP_37_2",62,14.3554436052302,0,NA,2.6641292155846,NA,7.0975844773314,18.9088821661383
"e1q5-1","SPOASP_40_1",40,11.3696630591285,0,NA,2.4309486731218,NA,5.90951145135266,14.3657190214639
"e1q5-1","SPOASP_41_1",41,1.2168645388075,0,NA,0.196277500339013,NA,0.0385248571393312,0.00756156266022551
"e1q5-1","SPOASP_42_1",42,2.6113105753265,0,NA,0.959852231446859,NA,0.921316306213514,0.884327512387419
"e1q5-1","SPOASP_43_1",43,13.410871060701,1,5.89329811902699,2.59606565123929,1.77381579324531,6.73955686554449,17.496332083214
"e1q5-1","SPOASP_43_1",44,5.89329811902699,1,29.8555995457845,1.77381579324531,3.39637241171942,3.14642246836649,5.58117386661037
"e1q5-1","SPOASP_43_1",45,29.8555995457845,1,50.8683076938131,3.39637241171942,3.92924009100812,11.5353455590888,39.1783294165394
"e1q5-1","SPOASP_43_1",46,50.8683076938131,1,89.8861939933293,3.92924009100812,4.49854435897615,15.4389276927855,60.6632536526683
"e1q5-1","SPOASP_43_1",47,89.8861939933293,1,69.3923521040189,4.49854435897615,4.23977666120999,20.2369013496761,91.0365984097422
"e1q5-1","SPOASP_43_1",48,69.3923521040189,1,97.704425150749,4.23977666120999,4.58194685127532,17.9757061369409,76.2129793481714
"e1q5-1","SPOASP_43_1",49,97.704425150749,1,94.6155330620415,4.58194685127532,4.5498216598521,20.9942369479118,96.1944778784127
"e1q5-1","SPOASP_43_1",50,94.6155330620415,1,72.2988240021146,4.5498216598521,4.28080786350151,20.7008771364593,94.1852991733998
"e1q5-1","SPOASP_43_1",51,72.2988240021146,1,122.79401096212,4.28080786350151,4.81050824385694,18.3253159642164,78.4471566807674
"e1q5-1","SPOASP_43_1",52,122.79401096212,1,237.668247703881,4.81050824385694,5.47087578405455,23.1409895642156,111.319921069666
"e1q5-1","SPOASP_43_1",53,237.668247703881,1,248.007959272109,5.47087578405455,5.51346083948914,29.9304818445545,163.745948328458
"e1q5-1","SPOASP_43_1",54,248.007959272109,1,255.683001604321,5.51346083948914,5.54393840220049,30.3982504285802,167.599563326961
"e1q5-1","SPOASP_43_1",55,255.683001604321,1,318.422224906597,5.54393840220049,5.76337825337652,30.7352530073934,170.394349449036
"e1q5-1","SPOASP_43_1",56,318.422224906597,1,45.6425756779615,5.76337825337652,3.82084095806323,33.2165288914934,191.439420265886
"e1q5-1","SPOASP_43_1",57,45.6425756779615,1,166.744677567698,3.82084095806323,5.11646376565183,14.5988256268136,55.7797908945524
"e1q5-1","SPOASP_43_1",58,166.744677567698,1,49.6208134519185,5.11646376565183,3.90441037175924,26.1782014652281,133.939819246773
"e1q5-1","SPOASP_43_1",59,49.6208134519185,1,73.3464502544858,3.90441037175924,4.29519410879606,15.2444203511011,59.5204729302968
"e1q5-1","SPOASP_43_1",60,73.3464502544858,1,118.039756673446,4.29519410879606,4.77102148868195,18.4486924322364,79.2407150499323
"e1q5-1","SPOASP_43_1",62,118.039756673446,1,10.468940480202,4.77102148868195,2.34841282398358,22.7626460454649,108.601073422174
"e1q5-1","SPOASP_43_1",63,10.468940480202,1,119.438099723288,2.34841282398358,4.78279824321897,5.51504279185055,12.9515972172001
"e1q5-1","SPOASP_43_1",64,119.438099723288,1,77.5268474192639,4.78279824321897,4.35062429468341,22.8751590353385,109.407270447572
"e1q5-1","SPOASP_43_1",66,77.5268474192639,1,21.2856171553654,4.35062429468341,3.05803159370898,18.9279317534895,82.3483197348413
"e1q5-1","SPOASP_43_1",68,21.2856171553654,0,NA,3.05803159370898,NA,9.35155722812229,28.5973574539756
"e1q5-1","SPOASP_43_2",43,0.710576412831994,1,11.6753754503365,-0.341678789258822,2.45748196152495,0.116744395029375,-0.0398890835463905
"e1q5-1","SPOASP_43_2",45,11.6753754503365,1,14.8702546832375,2.45748196152495,2.69936288764466,6.03921759122054,14.8412682921487
"e1q5-1","SPOASP_43_2",46,14.8702546832375,1,36.7921210389464,2.69936288764466,3.60528372004919,7.28655999919332,19.6690696404185
"e1q5-1","SPOASP_43_2",47,36.7921210389464,1,59.431173240037,3.60528372004919,4.084818890729,12.9980707020517,46.8617326941556
"e1q5-1","SPOASP_43_2",48,59.431173240037,0,NA,4.084818890729,NA,16.6857453700565,68.158247893501
"e1q5-1","SPOASP_43_3",43,0.710581750952006,0,NA,-0.341671276907069,NA,0.116739261463307,-0.0398864525293562
"e1q5-1","SPOASP_43_4",43,0.710582217864997,0,NA,-0.341670619821748,NA,0.116738812449378,-0.0398862224068337
"e1q5-1","SPOASP_43_5",43,5.9262660011786,1,25.2404803680831,1.77939433528178,3.22844906950788,3.16624420043287,5.63399699436903
"e1q5-1","SPOASP_43_5",44,25.2404803680831,1,10.8725781689878,3.22844906950788,2.3862438550695,10.4228833944063,33.64974819626
"e1q5-1","SPOASP_43_5",45,10.8725781689878,1,22.3800677067135,2.3862438550695,3.10817072820152,5.69415973585693,13.5876536794727
"e1q5-1","SPOASP_43_5",46,22.3800677067135,1,36.6548053758385,3.10817072820152,3.60154453504035,9.66072527564878,30.0271835149681
"e1q5-1","SPOASP_43_5",47,36.6548053758385,0,NA,3.60154453504035,NA,12.971123037879,46.7160772904092
"e1q5-1","SPOASP_43_6",43,0.710577681311996,1,7.67392410355503,-0.34167700411813,2.03782810169963,0.116743175143141,-0.0398884583341464
"e1q5-1","SPOASP_43_6",44,7.67392410355503,1,24.344551194366,2.03782810169963,3.19230805423639,4.1527433720767,8.46257714276476
"e1q5-1","SPOASP_43_6",45,24.344551194366,1,22.0423569467539,3.19230805423639,3.09296591807498,10.1908307131425,32.5322709649245
"e1q5-1","SPOASP_43_6",46,22.0423569467539,1,58.5732760166087,3.09296591807498,4.07027855189259,9.56643817037342,29.5886672183366
"e1q5-1","SPOASP_43_6",47,58.5732760166087,1,29.9065027407885,4.07027855189259,3.39807593972016,16.5671674899968,67.4329865001462
"e1q5-1","SPOASP_43_6",48,29.9065027407885,1,41.7039447412915,3.39807593972016,3.73059572244314,11.5469200921051,39.2373113428536
"e1q5-1","SPOASP_43_6",49,41.7039447412915,1,34.535093845809,3.73059572244314,3.54197601994883,13.9173444443111,51.9199856517147
"e1q5-1","SPOASP_43_6",50,34.535093845809,1,40.084350103293,3.54197601994883,3.69098598639836,12.5455941258925,44.4361935499222
"e1q5-1","SPOASP_43_6",51,40.084350103293,1,72.2592922895122,3.69098598639836,4.28026093172623,13.6233775517891,50.2836956310674
"e1q5-1","SPOASP_43_6",52,72.2592922895122,1,107.515693566855,4.28026093172623,4.67763682358112,18.3206336436619,78.417092429435
"e1q5-1","SPOASP_43_6",53,107.515693566855,1,67.2280222296006,4.67763682358112,4.20809015807412,21.8802862533221,102.348032689035
"e1q5-1","SPOASP_43_6",54,67.2280222296006,1,165.579088596437,4.20809015807412,5.10944895738603,17.7080227784803,74.5169563730751
"e1q5-1","SPOASP_43_6",55,165.579088596437,1,78.627515382298,5.10944895738603,4.36472170665256,26.1064686481332,133.389669015236
"e1q5-1","SPOASP_43_6",56,78.627515382298,1,179.764382922765,4.36472170665256,5.19164700966019,19.050795576524,83.1514209818551
"e1q5-1","SPOASP_43_6",57,179.764382922765,1,73.7016268833705,5.19164700966019,4.30002487335288,26.9531986729136,139.931493291009
"e1q5-1","SPOASP_43_6",58,73.7016268833705,1,95.7304716308068,4.30002487335288,4.56153665562331,18.4902139114535,79.5083797328654
"e1q5-1","SPOASP_43_6",59,95.7304716308068,0,NA,4.56153665562331,NA,20.8076166605951,94.9147061134628
"e1q5-1","SPOASP_43_7",43,0.7105836221136,1,6.91787558897338,-0.341668643629296,1.93410872668362,0.116737462039483,-0.0398855303157566
"e1q5-1","SPOASP_43_7",45,6.91787558897338,1,16.0513725290792,1.93410872668362,2.77579436175023,3.74077656663374,7.23506860209991
"e1q5-1","SPOASP_43_7",46,16.0513725290792,1,32.4882305889093,2.77579436175023,3.48087788802285,7.70503433872439,21.3875908745231
"e1q5-1","SPOASP_43_7",47,32.4882305889093,1,15.8827238445923,3.48087788802285,2.76523196784751,12.1165108713264,42.1760947719885
"e1q5-1","SPOASP_43_7",49,15.8827238445923,1,10.761128965987,2.76523196784751,2.37594047171916,7.64650783600582,21.1443679105198
"e1q5-1","SPOASP_43_7",50,10.761128965987,1,6.4375448431299,2.37594047171916,1.86214723188868,5.64509312515305,13.4124052226747
"e1q5-1","SPOASP_43_7",51,6.4375448431299,1,9.61695667490055,1.86214723188868,2.2635278606667,3.46759231323069,6.457167427401
"e1q5-1","SPOASP_43_7",52,9.61695667490055,1,13.7652068484467,2.2635278606667,2.62214416561183,5.12355837601438,11.5973171298608
"e1q5-1","SPOASP_43_7",54,13.7652068484467,1,6.9399866766188,2.62214416561183,1.93729985472131,6.87564002525215,18.0289193770621
"e1q5-1","SPOASP_43_7",55,6.9399866766188,0,NA,1.93729985472131,NA,3.7531307271032,7.27093961236711
"e1q5-1","SPOASP_43_8",43,7.93277567112766,1,47.3676926237663,2.07100299598327,3.85794040609692,4.2890534093717,8.88264246074107
"e1q5-1","SPOASP_43_8",45,47.3676926237663,1,30.8033102911169,3.85794040609692,3.42762216118861,14.8837041769952,57.4204437368234
"e1q5-1","SPOASP_43_8",46,30.8033102911169,1,31.0664097491121,3.42762216118861,3.43612716311087,11.7485936798713,40.2697400599271
"e1q5-1","SPOASP_43_8",47,31.0664097491121,1,15.4756110231998,3.43612716311087,2.7392653023275,11.8069698810684,40.5702499223711
