"surv_b0","surv_b1","grow_b0","grow_b1","a","b","fecu_b0","recr_sz","recr_sd","L","U","mat_siz"
3.0764347941099,0.472378950240713,-4.65059376286917,0.285960807459375,6.19187324122215,0.265433358693787,0.442553191489362,-8.11453967915257,1.5800317862366,-10.5966347330961,-3.37849314840198,200
