"surv_b0","surv_b1","grow_b0","grow_b1","a","b","fecu_b0","recr_sz","recr_sd","L","U","mat_siz"
4.05111861102501,0.516460095733092,-3.1713476967221,0.479675224551023,17.4826116839861,0.304977249600017,0.644999999999998,-8.17043939654044,2.01886270777021,-10.5966347330961,-0.547094590605848,200
